contentid,contenttypeid,title,addr1,addr2,sigungucode,mapx,mapy,tel,firstimage,cpyrhtDivCd,lclsSystm1,lclsSystm2,lclsSystm3,overview,homepage,business_hours,closed_days,fee,event_period
130376,14,강동문화원,서울특별시 강동구 상암로 168 (천호동),,2,127.1412345681,37.5457706995,,http://tong.visitkorea.or.kr/cms/resource/98/3476898_image2_1.JPG,Type3,VE,VE09,VE090100,"강동문화원은 1999년 강동구 지역 문화의 개발, 보급, 보존, 전승 및 선양을 위하여 설립되었다. 1999년 설립되어 그동안 운영이 미진하였으나 2005년 새로운 임원진 구성과 함께 강동구 일원 지표조사를 실시하는 등 활발한 활동을 하고 있다. 
강동문화원은 많은 강동구민들을 위한 둔촌 백일장, 사생대회 및 작품전시회 또한 필하모닉 오케스트라와 혼성 중창단 등 다양한 문화활동을 진행하고 있으며, 사회배려계층을 위한 프로그램들과 서울 암사동 유적 관련 사업 등을 통해 지역 사회의 정서함양을 위한 노력을 하고 있다. 대표적인 문화강좌로는 고전 소설, 심리학 등 다양한 주제의 강의를 들을 수 있는 강동문화대학과 라인댄스가 있다.","<a href=""http://www.gdcc.or.kr/"" title=""새창 : 강동문화원 홈페이지로 이동"" target=""_blank"">http://www.gdcc.or.kr</a>","평일 09:00~21:00<br>
토요일 09:00~18:00",매주 일요일 / 법정공휴일 / 1월 1일 / 설·추석 연휴,프로그램별 상이,
2591878,14,갤러리 구루지,서울특별시 구로구 가마산로25길 21,,7,126.8894255436,37.4970135079,,http://tong.visitkorea.or.kr/cms/resource/14/3392914_image2_1.JPG,Type3,VE,VE07,VE070600,"구로구민회관 1층에 위치한 갤러리 구루지는 기획 및 대관 전시 등 주민들의 문화 향유 증대를 위한 구로구 대표 갤러리이다. 구루지란 구로구민회관 일대에 있었던 마을 이름이며, 구로동에서 가장 오래된 마을이다. 접시의 움푹 들어간 가운데 부분처럼 가장 지대가 낮은 곳에 위치했다고 하여 구루지 마을로 불렸다.","<a href=""https://www.guroartsvalley.or.kr/user/overall/overallArt3.do"" target=""_blank"" title=""새창: 구로문화재단 홈페이지로 이동"">www.guroartsvalley.or.kr</a>",10:00~18:00,연중무휴,무료,
130568,14,갤러리 미즈,서울특별시 종로구 삼일대로 461 (경운동),101동 B105,23,126.9862172830,37.5756088859,,http://tong.visitkorea.or.kr/cms/resource/11/3384811_image2_1.JPG,Type3,VE,VE07,VE070600,"갤러리 미즈는 한국의 현대미술을 세계 속에 소개하고 있는 갤러리이다. 이 외에도 뉴욕, LA를 비롯하여 북경, 홍콩 등 주요 아트페어에 참가하고, 기획전과 초대전을 비롯해 한국 미술의 발전을 위한 견인차 구실을 해오고 있다. 특히, 작가 발굴을 위한 일련의 MIZ Artists 프로그램은 젊은 작가를 지속해서 지원하는 것으로 이 제도를 통해 작가 김지현 등 20여 명이 배출되어 한국화단의 중추적 역할을 하며 활발한 활동을 해오고 있다.
갤러리 미즈는 제삼 세계 미술 소개 등 국제적 문화교류 협력 차원의 전시 기획과 21세기 정보화 시대에 따른 인터넷 미술 시장에 대한 점진적인 확대를 비전으로 두고 있다. 또, 21세기 문화 가족 만들기와 일련의 기획 시리즈 전시와 같은 다양한 프로그램도 기획하고 있다.","<a href=""http://gallerymiz.com/"" target=""_blank"" title=""새창 : 갤러리 미즈 공식 홈페이지로 이동"">http://gallerymiz.com/</a>",10:30~18:30,연중무휴,무료,
129927,14,갤러리 서림,서울특별시 강남구 학동로 523,,1,127.0560652706,37.5201388076,,http://tong.visitkorea.or.kr/cms/resource/72/3413872_image2_1.jpg,Type3,VE,VE07,VE070600,갤러리 서림은 강남구 학동로에 위치하고 있다. 1984년 시인 김성옥이 인사동에 서림화랑으로 처음 개관한 상업미술 전시판매장이다. 서림화랑의 대표 시인 김성옥은 인사동 시절인 1991년에 당시 문화의 불모지였던 강남에 박여숙화랑과 함께 청담미술제를 개최하는 주역으로 강남구 청담동 일대가 문화 예술적인 지역성을 갖게 되는데 역할을 하기도 했다. 2008년 4월에는 인사동에 있던 화랑을 청담동으로 이전하면서 화랑 이름도 갤러리 서림으로 바꾸었다. 지금도 다양한 작가들의 작품을 전시하면서 다양한 예술을 경험할 수 있는 기회를 제공하고 있다.,"<a href=""https://blog.naver.com/evenart"" target=""_blank"" title=""새창: 갤러리서림 블로그로 이동"">https://blog.naver.com/evenart</a>",11:00~18:00,매주 일요일,무료,
2642151,14,갤러리JJ,서울특별시 강남구 압구정로30길 63 (신사동),,1,127.0291676299,37.5232962909,,http://tong.visitkorea.or.kr/cms/resource/88/3558488_image2_1.jpg,Type1,VE,VE07,VE070600,"2013년 개관한 갤러리JJ는 국내외 미술계의 동시대적 변화를 조망하는 다양하고 심도 있는 기획전시와 아트 컨설팅을 진행해오고 있다. 역동적인 서울의 강남에 위치하여 동시대미술과 문화의 성장을 이끌어 나가며, 작품성 및 미술시장을 주시하여 키아프 등 국내외 아트페어를 통한 작가 프로모션, 미술강좌를 비롯한 각종 갤러리 프로그램으로 대중과 함께 한다. 시대의 이슈가 있고 예술을 중심으로 사람들이 교류하는 공간, 미술문화의 저변을 확대시키는 문화공간의 역할을 지속하고자 한다.","<a href=""https://www.galleryjj.org/""target=""_blank"" title=""새창: 갤러리JJ 홈페이지로 이동"">https://www.galleryjj.org/</a>",11:00~19:00,"매주 일요일, 월요일",무료,
130613,14,갤러리도올,서울특별시 종로구 삼청로 87 (팔판동),2층,23,126.9816952556,37.5832773580,,http://tong.visitkorea.or.kr/cms/resource/49/3540849_image2_1.jpg,Type1,VE,VE07,VE070600,"갤러리도올은 1995년 설립되어 매년 10회 이상의 기획전으로 새로운 시선을 지닌 신진작가를 소개하고, 오랜 시간 동안 예술활동에 매진해 온 중진작가의 작업을 지속적으로 살펴보는 기회를 통해 한국 미술계의 흐름을 파악할 수 있는 시선을 제공한다. 작가의 작품이 많은 설명이 필요치 않고 보편적인 주제와 표현으로 관람객에게 다가갈 수 있는지를 우선으로 한다. 훌륭한 작가를 찾고, 전시를 준비하여 관람객에게 작가의 독창적인 정신과 육체 활동의 결과를 경험할 수 있는 기회를 제공하며, 작가에게는 사회를 만나고 비춰볼 수 있는 상황을 제공하기 위해 노력하고 있다.","공식 홈페이지 <a href=""http://www.gallerydoll.com/"" target=""_blank"" title=""새창: 갤러리도올 공식 홈페이지로 이동"">http://www.gallerydoll.com</a><br>
공식 인스타그램 <a href=""https://www.instagram.com/gallery_dohl/"" target=""_blank"" title=""새창 : 갤러리도올 공식 인스타그램으로 이동"">https://www.instagram.com/gallery_dohl</a>",11:00~18:00 (점심시간 12:00~13:30),연중무휴,무료,
130573,14,갤러리에스피,서울특별시 용산구 회나무로44가길 30,,1,126.9943120449,37.5383633594,,http://tong.visitkorea.or.kr/cms/resource/03/3589603_image2_1.jpg,Type1,VE,VE07,VE070600,"갤러리에스피는 서울판화공방의 부설화랑으로 개관하여 초기에는 자체기획 제작한 판화를 위주로 보급하였다. 이후 1998년 청담동으로 자리를 옮겨 본격적인 화랑의 체계를 갖추어 회화, 조각, 판화, 도자기 등 다양한 장르의 현대 미술품을 전시, 기획, 판매하고 있다. 특히, 현재 활발히 활동하는 국내 중견, 젊은 작가를 중심으로 작품을 소개하고 있으며, 대외적으로도 국제아트페어에 참가함으로써 국내 작가들의 역량을 세계에 알리며, 활동의 폭을 꾸준히 넓혀가고 있다. 또한 미술 저변확대의 일환으로 판화를 기획, 서울판화공방을 통해 제작하여 국내, 외 화랑을 통해 폭넓게 보급해 왔다.","<a href=""http://www.gallerysp.com"" target=""_blank"" title=""새창 : 갤러리 S.P 홈페이지로 이동"">http://www.gallerysp.com </a>",10:00~18:00,"매주 일요일, 월요일 / 1월1일 / 설·추석",,
130587,14,갤러리조선,서울특별시 종로구 북촌로5길 64 (소격동),지하 1층,23,126.9814787020,37.5799860694,,http://tong.visitkorea.or.kr/cms/resource/77/3540977_image2_1.jpg,Type1,VE,VE07,VE070600,"갤러리조선은 2004년 개관 이래로 한국 미술계에서 중요한 흐름을 만드는 작가들의 작업을 소개해 왔다. 올해로 20여 년째 운영 중인 갤러리로 어떤 목소리를 낼 수 있는지 고민하며 작가를 선택하고 그들의 작업을 선보여 왔다. 
갤러리 조선은 자신이 다루는 매체의 확장성을 고민하고, 미술을 사회로부터 고립시키시 않기 위해 노력하는 작가들과 함께 일하면서 그들의 아름다운 예술 세계를 존중하며 지원한다. 2015년부터 갤러리조선과 함께 하는 작가들에 대한 영상 기록을 남기고 국제 교류 전시 등의 다양한 활동을 지원하면서 그들의 예술 세계를 조명하고 널리 알리기 위해 노력하고 있다. 우리는 그런 노력이 미술과 사회에 아름다운 흔적을 남기며 한없이 연약한 예술의 세계를 지탱하는 데 일조하는 것이라고 믿어 의심치 않는다.","<a href=""http://www.gallerychosun.com/"" target=""_blank"" title=""새창 : 갤러리조선 홈페이지로 이동"">http://www.gallerychosun.com</a>",10:30~18:30,매주 월요일,무료,
2552251,14,경기여고 경운박물관(서울),서울특별시 강남구 삼성로 29,,1,127.0656764529,37.4867511901,,http://tong.visitkorea.or.kr/cms/resource/99/3393799_image2_1.JPG,Type3,VE,VE07,VE070100,"경운박물관은 2003년 경기여고 동문이 뜻을 모아 2003년에 설립하였다. 개관 전 ‘근세복식과 우리 문화’를 시작으로 40회의 기획전을 통해 근세 왕실복식과 근·현대복식 및 직물 소장품의 아름다움과 학술적 역사적 가치를 알리려 노력해 왔다. 기획전시와 도록 발간 외에도 수준 높은 아카데미 강좌, 전시와 연계된 체험학습 교육, 대한제국 황제 12장복과 적의, 황룡포, 흑단령 재현 작업 등은 동문으로 구성된 자원봉사자들의 재능기부 결과물이다. 이처럼 경기여고 경운박물관은 역사와 전통이 숨 쉬고 세대 간 대화와 소통이 이루어지는 아름다운 문화공간이다.","<a href=""http://kwmuseum.org/"" target=""_blank"" title=""새창 : 경운박물관 홈페이지로 이동"">https://kwmuseum.org/</a>","[기획전시] 월요일~토요일 10:00~16:00<br>
[상설전시] 월요일~금요일 10:00~16:00",매주 일요일 / 공휴일,무료,
130920,14,경희대학교 자연사박물관,서울특별시 동대문구 경희대로 26 (회기동),,11,127.0527301456,37.5939357294,,http://tong.visitkorea.or.kr/cms/resource/01/3540401_image2_1.jpg,Type1,VE,VE07,VE070100,"경희대학교 자연사박물관은 오랜 시간 자연을 연구한 결과물을 토대로 경희대학교 창학정신인 문화 세계 창조를 실현하기 위해 1978년 개관하였다. 자연사박물관에 보존된 9만여 점의 표본은 1940년대부터 수집하였으며, 우리나라에서 이미 멸종되었거나 최근 자취를 감춘 멸종 위기 종들도 소장하고 있다. 각 분야 전문 교수진이 연구용으로 수집한 암석, 화석, 동식물 표본을 생물진화의 현재 상태와 그간의 생태변화를 쉽게 이해할 수 있도록 6개 층에 전시하고 있으며, 이 전시 표본을 기반으로 자연 보전과 생명의 중요성을 이해하고 실천할 수 있도록 관람 안내를 하고 있다. 
경희대학교 자연사박물관은 어린이부터 성인까지 동식물의 분류와 생태를 체계적으로 학습하면서 자연 탐구 의욕과 자연보호 의식을 높일 수 있도록 교육하고자 한다.","<a href=""https://nhm.khu.ac.kr/nhm_kor/user/main/view.do"" target=""_blank"" title=""새창 : 경희대학교 자연사박물관 홈페이지로 이동"">http://nhm.khu.ac.kr</a>","월요일~금요일 10:00~17:00<br>
※ 하계 및 동계방학 개관 시간 상이 (홈페이지 공지사항 참조)",매주 토요일~일요일 / 법정공휴일 / 개교기념일(5월 18일),무료,
129831,14,고려대학교 박물관,서울특별시 성북구 안암로 145 (안암동5가),,17,127.0340403438,37.5882471654,,http://tong.visitkorea.or.kr/cms/resource/24/3540424_image2_1.jpg,Type1,VE,VE07,VE070100,"고려대학교박물관은 우리나라 최초의 대학 박물관 중 하나로 1934년 도서관 일부 공간에 남창 손진태 선생이 수집한 민속품을 전시하면서 개관했다. 1936년 안함평 여사의 기부금으로 민속 유물을 수집하고, 신창재·박재표 등 뜻있는 분들의 유물 기증이 이어지면서 박물관으로서의 면모를 갖추기 시작했다.
1962년 5월에는 당시 우리나라 대학 박물관으로는 최대 규모인 연건평 851평(약 2813㎡)의 건물을 준공하여 새 보금자리를 틀었다. 1973년에는 국내 대학 최초로 현대미술실을, 1985년에는 현대도자기실을 설치하여 다양한 전시와 활발한 학술조사 및 발굴을 통해 대학 박물관의 중심으로 성장해 왔다.
2005년 5월에는 고려대학교 개교 100주년을 맞아 준공한 백주년기념관으로 이전·개관하면서 현재에 이르고 있다. 박물관 전시실에는 각각의 주제에 맞게 혼천시계, 동궐도를 비롯한 국보 문화재와 정선, 김홍도 등의 고회화 작품, 이중섭, 박수근, 권진규 등의 근현대 미술작품, 고려대학교 역사와 함께 해 온 근현대사 기록물에 이르기까지 약 600여 점이 전시되어 있다.
고려대학교박물관은 국보 3건, 보물 5건을 비롯하여 고고, 역사, 민속, 도자기, 서화, 현대미술 등 다양한 유물을 소장한 종합박물관으로서 다채로운 전시와 문화강좌, 교육 프로그램 등으로 대학과 지역사회의 문화적 플랫폼으로 거듭나고 있다. 더불어 소장품 수집과 보존, 학술조사연구뿐만 아니라 활발한 전시와 교육 활동으로 대학의 공간을 넘어, 지역사회와 교류하는 문화공간이 되고자 힘쓰고 있다.
한편 개교 100주년을 앞둔 2004년에 본교의 교사자료를 수집, 정리, 전시하는 기록자료실(현 대학기록파트)을 설치하여 고려대학교의 역사와 전통을 알리는 업무를 수행하기 시작했고, 현재는 본교의 모든 행정기록까지도 관리하는 대학기록관의 역할을 담당하고 있다. 대학기록의 체계적인 관리를 통해 본교의 정체성 확보와 정통성 확립에 힘쓰고 있다.","<a href=""http://museum.korea.ac.kr/"" target=""_blank"" title=""새창 : 고려대학교박물관 홈페이지로 이동"">http://museum.korea.ac.kr</a>",화요일~토요일 10:00~17:00 (입장마감 16:00),매주 일요일~월요일 / 법정공휴일 / 박물관 규정에 정한 휴관일,무료<br>※ 기획전시 및 특별전은 전시 별로 책정됨 (홈페이지 참조),
2739448,14,공근혜갤러리,서울특별시 종로구 삼청로7길 38 (삼청동),,23,126.9796815273,37.5840827831,,http://tong.visitkorea.or.kr/cms/resource/86/3095786_image2_1.jpg,Type1,VE,VE07,VE070600,"2005년 개관한 이래 세계적인 사진작가들을 국내에 본격적으로 소개하며 한국 사진계에 큰 영향력을 끼친 화랑이다. 2010년 삼청동 청와대 옆으로 신축 이전하면서 회화, 조각, 비디오, 설치 등 다양한 현대미술을 수용하는 갤러리로 영역을 확장하였다. 21세기 현대 미술의 흐름을 보여주는 다양한 작품들을 국내에 선보이고 있다. 또한, 국내 작가의 활발한 해외 활동을 돕는 등 한국 갤러리로서의 중요한 역할을 해나가고 있다.

◎ 한류의 매력을 만나는 여행 정보 - 드라마 <재벌집 막내아들>
<재벌집 막내아들>의 모현민이 운영하는 갤러리의 실제 배경지인 ‘공근혜 갤러리’는 국내 젊은 작가부터 해외 유명 작가까지 다양한 전시를 개최하는 화랑이다. K-DRAMA, K-POP에 이어 이제는 K-ART까지 한류의 중심이 된 지금, 서울의 화랑에서만 볼 수 있는 전시를 관람해 보는 것을 추천한다.","<a href=""https://konggallery.com/"" target=""_blank"" title=""새창 : 공근혜갤러리 공식 홈페이지로 이동"">https://konggallery.com/</a>",10:30~17:30,매주 일요일~월요일,전시 별로 상이함,
2606224,14,공평도시유적전시관,서울특별시 종로구 우정국로 26,,23,126.9835704148,37.5716231906,,http://tong.visitkorea.or.kr/cms/resource/18/3514018_image2_1.jpg,Type1,VE,VE07,VE070300,공평도시유적전시관은 서울시의 도시 유적을 원래 위치에서 전면적으로 보존하고자 2018년 9월 12일 개관하였다. 2015년 공평 1·2·4 지구 도시환경정비사업을 추진하는 과정에서 조선 한양에서 근대 경성에 이르는 역사도시 서울의 골목길과 건물 터가 온전하게 발굴되었다. 출토된 생활 유물을 이용한 다양한 콘텐츠와 전시기법을 통해 16~17세기 한양의 모습을 보여준다. 이와 함께 조선시대부터 현대까지 사용했던 골목길이 확인되어 이문안길과 전동 골목길을 직접 걸으면서 조선시대에 와 있는 느낌을 직접 체험할 수 있다.,"<a href=""https://museum.seoul.go.kr/www/intro/annexIntro/annex_gongpyeong/annex_gongpyeong_01.jsp?sso=ok"" target=""_blank"" title=""새창: 서울역사박물관 "">https://museum.seoul.go.kr</a>",09:00~18:00 (입장 마감 17:30),매주 월요일 / 1월 1일,무료,
130212,14,관악문화원,서울특별시 관악구 신림로3길 35 (신림동),,5,126.9448852069,37.4676512424,,http://tong.visitkorea.or.kr/cms/resource/07/3476907_image2_1.JPG,Type3,VE,VE09,VE090100,"서울대학교 정문 인근에 있는 관악문화원은 지역 사회 발전과 구민의 문화 욕구 충족에 기여하고 구민의 정서 함양과 삶의 질을 향상시키기 위해 설립되었다. 관악문화원에는 다양한 문화 학교 강습을 이용할 수 있다. 한글서예반, 사군자, 동양화, 서양화, 문학, 전통무용, 건강댄스, 요가, 판소리·남도민요, 소년소녀합창단, 예악(시조창) 등 다양한 문화 학교 강좌들이 마련되어 있다. 문화 학교 강좌는 3개월 단위로 운영이 된다. 또한, 2016년부터 개최하고 있는 관악 강감찬 축제는 고려의 명장 강감찬 장군을 기리기 위해 관악산과 낙성대 공원 일대에서 거리 퍼레이드, 구민 백일장 등 관악구와 서울시민이 함께 즐기는 주민 주도형 행사를 진행한다. 
관악문화원은 수도권 지하철 신림선 관악산역 1번 출구에서 약 280m 떨어진 곳에 위치하고 있다.","<a href=""http://gacc.or.kr/"" target=""_blank"" title=""새창 : 관악문화원 홈페이지로 이동"">http://gacc.or.kr</a>",09:00~17:00,연중무휴,"- 관악문화원 회원 30,000원<br>- 한글서예반 90,000원<br>- 동양화반 60,000원<br>- 민화반 90,000원<br>※ 자세한 사항은 홈페이지 참조",
130223,14,광진문화원,서울특별시 광진구 광나루로56길 67 (구의동),,6,127.0964944581,37.5365654055,,http://tong.visitkorea.or.kr/cms/resource/76/3539976_image2_1.jpg,Type1,VE,VE09,VE090100,"광진구 광진문화원 1996년 설립되어 지역문화를 계승 및 발전시키는 역할을 하고 있다. 지역 문화행사 개최, 문화예술강좌 진행, 향토사료 발굴 및 국악예술단 운영 등 광진구의 문화 진흥을 위한 다양한 활동을 하고 있다. 또한 나이와 계층을 초월하고 지역주민들 간의 만남과 원활한 소통 및 지역 문화교육 활성화를 위해 300여 개의 문화예술강좌를 운영하고, 다양한 동아리 활동을 지원하고 있다. 광진문화원에서는 광진구의 국악예술단을 운영하며 사물놀이패, 어린이 가야금, 어린이 난타 총 30명의 단원이 활동하고 하고 있다.
광진문화원은 수도권 지하철 2호선 강변역 1번 출구에서 약 330m 떨어져 있다.","<a href=""http://www.kjcc.or.kr"" target=""_blank"" title=""새창 : 광진문화원 홈페이지로 이동"">http://www.kjcc.or.kr</a>","- 월요일~금요일 09:00~22:00<br>
- 토요일 09:00~17:00",매주 일요일 / 법정공휴일,강좌 별로 상이함<br>※ 홈페이지 참조,
130285,14,교보문고,서울특별시 종로구 종로 1,(종로1가),23,126.9779820539,37.5709759433,,http://tong.visitkorea.or.kr/cms/resource/26/2721826_image2_1.jpg,Type3,VE,VE12,VE120100,"교보문고 광화문점은 국민교육 진흥의 실천적 구현, 독서인구 저변 확대를 통한 국민정신문화 향상, 사회적 기능을 살린 문화공간 창출이라는 창립이념을 바탕으로 서울의 중심부인 종로 1가 1번지에 1981년 개점한 우리나라 최초의 대형서점이다. 총면적 2,708평의 넓은 매장에 50만 종 230만 권의 책을 보유하고 있으며 단 일층 매장으로 완전 개가식으로 꾸며 독자들이 책을 손쉽게 접할 수 있도록 모든 시설을 고객 위주로 설계하였으며 매장을 10개 분야로 세분화하여 도서를 합리적으로 분류, 진열하여 독자들이 책을 손쉽게 찾을 수 있게 했다. 또한 각종 첨단 시설과 쾌적한 환경을 갖춰 단순한 서점이 아닌 도심 속의 종합문화공간으로 자리 잡았다. 2010년 꿈꾸는 사람들의 광장 ‘드림 스케어’로서 또 다른 변화를 꿈꾸는 교보문고 광화문점은 구나 서재 삼환재를 통해 책 읽기의 다양한 시각과 방법을 제공하고 배움 아카데미, 책 읽기 마법학교, 책공방(POD) 등을 통해 보다 전문적인 고객 맞춤 서비스를 구현하였으며 첨단 디지털 기기의 구축, 컨베이어시스템 등으로 21세기형 서점의 역할과 대안을 제시하는 대한민국 최고의 지식포털로 자리매김하고 있다.","<a href=""http://www.kyobobook.co.kr"" target=""_blank"" title=""새창 : 교보문고 홈페이지로 이동"">http://www.kyobobook.co.kr</a>",09:30~22:00,설·추석 당일,무료,
2591885,14,구로꿈나무장난감나라 오류점,서울특별시 구로구 경인로20가길 38 (오류동),,7,126.8460489851,37.4954101430,,http://tong.visitkorea.or.kr/cms/resource/34/3540334_image2_1.jpg,Type1,VE,VE07,VE070300,"장난감 놀이는 자라는 아이들이 숨을 쉬고 음식을 먹는 것만큼 자연스럽고 중요한 일이지만, 아이들의 놀이터가 점점 없어지고 유익하고 재미있는 놀잇감이 부족한 현실에서 장난감나라는 부모들의 재정적 부담을 덜어주고 다양한 장난감을 빌려줌으로써 가족이 함께 놀이하는 기회를 제공하고 있다. 자라는 아이의 신체발달과 정서함양, 그리고 두뇌 개발 등 자녀 양육을 지원하는 시설에 부모들의 관심이 모아지게 되었다. 전국 232개 자치구 중 최초로 문을 연 꿈나무 장난감나라는 서울시에 주민등록이 되어있거나 서울시 소재 기업체 직원, 자녀의 연령이 만 나이 기준 8세인 경우, 장애 아동의 경우 12세이면 1년 단위 연회비 15,000원이면 이용이 가능하다. 대여료는 무료이다. 아동 1인당 2점씩 14일 동안 대여가 가능하며, 1회 14일 연장이 가능하다. 대여 중인 장난감 1점 당 1인씩 예약도 가능하다.","<a href=""http://toy.guro.go.kr"" target=""_blank"" title=""새창: 구로꿈나무장난감나라 홈페이지로 이동"">http://toy.guro.go.kr</a>","- 하절기(3월~10월) 10:00~19:00<br>
- 동절기(11월~2월) 110:00~18:00<br>
- 주말 10:00~17:00",매주 화요일 / 법정 공휴일,"[연회비] 가족당 15,000원<br>[대여료] 무료<br>※ 무료 : 저소득주민등(국민기초생활보장수급자 / 한부모가정 / 장애아동가정)",
3455122,14,구로미래도서관,서울특별시 구로구 새말로 111 (구로동),,7,126.8914778520,37.5070512677,,http://tong.visitkorea.or.kr/cms/resource/75/3453375_image2_1.jpg,Type1,VE,VE09,VE090300,"구로미래도서관은 구로구 주민들의 지식 탐구와 문화 향유를 위한 새로운 공간이다. 단순한 도서관을 넘어, 미래 지향적인 시설과 다양한 프로그램을 통해 지역 사회의 문화적 허브 역할을 수행하고 있다. 또한 다양한 활동을 통해 구로구를 더욱 살기 좋은 도시로 만들어 나갈 것이다.",https://lib.guro.go.kr/#/,"월~금 09:00 - 20:00 / 토,일 09:00 - 17:00",매주 화요일 정기휴무,,
130198,14,국가무형유산전수교육관,서울특별시 강남구 봉은사로 406,,1,127.0446443698,37.5102008674,,http://tong.visitkorea.or.kr/cms/resource/60/3548960_image2_1.jpg,Type1,VE,VE09,VE090400,"국가무형유산전수교육관은 국가무형유산의 전승을 위해 1997년 국가유산청이 건립하여 국가무형유산전수교육관이 관리, 운영하고 있다. 국가무형유산 기·예능 보유자 및 단체의 전승활동이 이루어지는 공간으로, 다양한 전통공연과 전시, 체험 등 국민들이 우리의 아름다운 전통문화를 경험하고 향유할 수 있도록 만남의 장을 제공하고 있다. 국가무형유산전수교육관은 국가가 전통문화의 보존, 전승을 위해 건립한 건물이며 국가지정 국가무형유산 보유자를 입주시켜 전수교육, 일반인강습 등을 지원하고 있다. 예능종목은 8개 단체가 입주해 있으며 보유자를 중심으로 그 예능을 후세에 이어주기 위하여 전수교육과 일반인 강습을 연중 실시하고, 정기발표공연 및 국내,외 초청공연에도 참가하고 있다. 기능종목은 12개 공방이 입주해 있으며 국가무형유산 기능보유자가 공예품의 제작과정과 완성된 작품을 일반에 공개하고, 공예기능의 전수교육도 실시하고 있다. 주요시설은 민속극장 '풍류'와 전시장 '결'과 '올'이 있고, 국가무형유산 보유자 및 전승공예가들의 지원을 위한 세미나실, 예능연습실, 공예교육실기실 등이 있다.","<a href=""https://www.chf.or.kr/cms/content/view/421"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.chf.or.kr</a>","- 평일 09:00~21:00<br>
- 주말 09:00~20:00<br>
※ 변동 될 수 있으므로 전화문의 요망",설·추석 당일,무료,
596511,14,국기원(세계태권도본부),서울특별시 강남구 테헤란로7길 32 (역삼동),,1,127.0302403356,37.5027681388,,http://tong.visitkorea.or.kr/cms/resource/96/3567696_image2_1.jpg,Type3,VE,VE09,VE090400,"국기원은 1972년 11월 30일 대한민국의 문화유산인 태권도 정신과 기술을 계승, 발전시키고 그 확산을 도모하고 나아가 인류평화에 기여하기 위해 개원했다. 국기원의 명칭은 ‘國技’와 ‘院’의 합성어로 ‘국기’란 한 나라의 특유의 기예로서 태권도를 지칭하고 ‘원’은 집을 뜻하며 태권도를 주도하는 집으로서 세계태권도본부라 일컫는다. 국기원은 태권도가 전통무예이자 세계적인 스포츠로서 기반을 더욱 공고히 하고, 문화콘텐츠로 자리매김하는데 중추적인 역할을 담당하고 있다. 
국기원과 인접하여 있는 국기원 기념관은 1991년 11월 30일 개관했다. 태권도에 대한 역사 유물을 수집, 보존, 전시하여 태권도를 널리 홍보하며, 태권도 종주국으로써 국기원과 태권도를 세계적으로 홍보하고자 설립되었다. 
국기원은 수도권 지하철 강남역 12번 출구에서 약 500m 떨어진 거리에 위치해 있다.","<a href=""http://www.kukkiwon.or.kr/"" target=""_blank""title=""새창 : 국기원 홈페이지로 이동"">http://www.kukkiwon.or.kr</a>","[국기원]<br>
- 월요일~목요일 09:00~18:00<br>
- 금요일 09:00~16:00<br>
[기념관] <br>
- 09:00~17:30 (점심시간 11:30~13:00)",주말 / 공휴일<br>※ 기타 휴무일은 누리집 공지 참조,무료,
130125,14,국립국악박물관,서울특별시 서초구 남부순환로 2364 (서초동),,15,127.0090512856,37.4784066973,,http://tong.visitkorea.or.kr/cms/resource/74/3540474_image2_1.jpg,Type1,VE,VE07,VE070100,"국립국악박물관은 다양한 국악유물과 악기를 전시한 국내 유일한 국악 전문 박물관으로, 1995년에 개관하였다. 한국 전통음악의 역사와 갈래를 소개하는 상설전시와 더불어 해외 음악 유물 초청 전시, 국립국악원 악기연구 성과 전시, 국악아카이브 10주년 기념 전시 등 다채로운 특별전시와 행사가 열리고 있다. 2019년 새롭게 문을 연 상시전시실에서는 듣는 기능을 강화하여 음악박물관으로서의 특화된 기획과 자부심을 선보이고 있다. 국악박물관에서는 소장된 악기, 악보, 악서, 복식 유물 및 그 안에 담긴 음악의 아름다움을 오감으로 느끼고 체험해볼 수 있다.","<a href=""https://www.gugak.go.kr/site/homepage/menu/viewMenu?menuid=001013003002"" target=""_blank"" title=""새창 : 국립국악원 공식 홈페이지로 이동"">http://www.gugak.go.kr</a>",10:00~18:00 (입장마감 17:30),"매주 월요일 (단, 월요일이 공휴일인 경우 정상 운영 후 익일 화요일 휴관) / 1월 1일",무료,
